gene_id,gene_name,log2FC_3mo,log2FC_18mo,qvalue_18mo,sig_at_18mo,direction_18mo
ENSDARG00000032627,SCYL2,-0.0161,0.2451,0.212664,False,not_significant
ENSDARG00000069244,si_ch211-244b2.3,0.247,-0.0843,0.360656,False,not_significant
ENSDARG00000045530,si_ch211-244b2.4,0.3006,-0.976,0.018087,False,not_significant
ENSDARG00000098221,st8sia1,0.0781,-0.9282,0.022943,False,not_significant
ENSDARG00000099850,iqsec3a,-0.6956,-2.4167,0.084551,False,not_significant
ENSDARG00000045510,tbc1d22a,-0.1405,0.0693,0.357599,False,not_significant
ENSDARG00000069169,cerk,-0.1822,0.6501,0.061011,False,not_significant
ENSDARG00000069171,gramd4a,-0.1299,0.7275,0.158142,False,not_significant
ENSDARG00000069185,celsr1a,-0.4785,0.52,0.03216,False,not_significant
ENSDARG00000043734,trmu,0.3414,-0.2919,0.193852,False,not_significant
ENSDARG00000096045,si_ch73-263o4.4,1.1759,-2.7725,0.0,True,down_in_MUT
ENSDARG00000014941,tprkb,-0.1009,0.2083,0.328389,False,not_significant
ENSDARG00000053917,alg10,0.4648,-0.8953,0.070608,False,not_significant
ENSDARG00000075820,CU694442.1,-0.3395,0.536,0.314201,False,not_significant
ENSDARG00000076272,znf1041,-0.3214,-0.1291,0.346078,False,not_significant
ENSDARG00000104584,si_dkeyp-4f2.3,-0.5937,0.0325,0.400166,False,not_significant
ENSDARG00000074009,znf1059,-0.5965,1.1916,0.014895,True,up_in_MUT
ENSDARG00000089318,BX088538.1,-0.268,0.1332,0.353388,False,not_significant
ENSDARG00000079222,zgc_174315,0.1128,-0.3904,0.177027,False,not_significant
ENSDARG00000088214,si_dkey-23a23.3,0.1284,-0.2266,0.342618,False,not_significant
ENSDARG00000023036,si_dkey-23a23.2,0.0587,-3.2897,0.0,True,down_in_MUT
ENSDARG00000096684,CR382372.1,1.3573,-1.4248,0.041766,True,down_in_MUT
ENSDARG00000104041,CR388132.2,-0.3792,0.3065,0.270598,False,not_significant
ENSDARG00000088870,si_ch211-22k7.9,-0.5215,0.7251,0.171922,False,not_significant
ENSDARG00000089582,si_dkey-265e15.2,-0.0051,1.4008,0.085004,False,not_significant
ENSDARG00000101374,si_dkey-11n14.1,-0.202,0.1574,0.361497,False,not_significant
ENSDARG00000100479,si_dkey-43f9.4,-1.4556,0.1789,0.339428,False,not_significant
ENSDARG00000103229,si_dkey-265e15.5,-0.5973,0.7915,0.071655,False,not_significant
ENSDARG00000104412,si_dkey-72l17.5,-0.5628,0.3779,0.250167,False,not_significant
ENSDARG00000091746,si_dkey-16p6.1,-0.6581,0.1336,0.374751,False,not_significant
ENSDARG00000095293,si_dkey-265e7.1,-0.5693,2.1373,0.02339,True,up_in_MUT
ENSDARG00000090461,si_ch211-197f20.1,-0.7926,-0.6916,0.261311,False,not_significant
ENSDARG00000101948,si_ch211-223g7.6,-0.8022,0.2869,0.354452,False,not_significant
ENSDARG00000102904,si_ch211-246b8.2,-0.068,-0.1398,0.376081,False,not_significant
ENSDARG00000102716,AL645691.2,-0.5327,0.5497,0.184573,False,not_significant
ENSDARG00000099493,CR847906.1,-0.5615,-0.2869,0.300098,False,not_significant
ENSDARG00000098452,si_dkey-151g22.1,0.131,-0.4728,0.30484,False,not_significant
ENSDARG00000102475,si_dkey-3p4.1,-0.1779,0.676,0.108979,False,not_significant
ENSDARG00000101688,si_dkey-207l24.2,-1.0025,0.4153,0.19899,False,not_significant
ENSDARG00000104850,si_ch211-215p11.1,-0.7144,0.2088,0.304425,False,not_significant
ENSDARG00000105161,si_ch211-238e22.8,-0.9555,1.3953,0.220395,False,not_significant
ENSDARG00000089831,si_dkey-207m2.4,-0.2977,0.1004,0.377242,False,not_significant
ENSDARG00000069555,CR388165.1,-0.796,-1.0614,0.158333,False,not_significant
ENSDARG00000098515,si_dkey-16p6.1,-0.6885,0.5862,0.201752,False,not_significant
ENSDARG00000088836,si_ch211-76m11.5,0.1695,0.2681,0.331161,False,not_significant
ENSDARG00000087714,si_ch211-226o13.1,-0.6619,-0.2557,0.325355,False,not_significant
ENSDARG00000090192,si_dkey-16p6.1,-0.7968,-0.2043,0.337002,False,not_significant
ENSDARG00000095099,BX649516.1,-0.1472,-0.3616,0.324968,False,not_significant
ENSDARG00000096217,si_dkey-51d8.9,-0.2666,-0.5326,0.282147,False,not_significant
ENSDARG00000099829,BX927336.2,-0.3263,-0.1256,0.384837,False,not_significant
ENSDARG00000101695,si_dkey-26m3.3,-0.4078,0.2692,0.303011,False,not_significant
ENSDARG00000101598,si_ch211-215p11.1,-0.0082,0.2817,0.312557,False,not_significant
ENSDARG00000101312,si_dkey-31n13.4,0.6427,0.3452,0.284067,False,not_significant
ENSDARG00000100341,si_ch211-196h24.2,0.693,-0.187,0.35763,False,not_significant
ENSDARG00000090160,zgc_173709,0.511,-0.0251,0.402155,False,not_significant
ENSDARG00000091561,si_dkey-156k2.4,0.2866,0.0628,0.386213,False,not_significant
ENSDARG00000089179,si_dkey-16p6.1,-1.0625,0.2728,0.287197,False,not_significant
ENSDARG00000096222,si_ch211-245n8.4,0.483,2.3366,0.000279,True,up_in_MUT
ENSDARG00000077220,si_ch211-208f21.3,0.3274,1.0567,0.114349,False,not_significant
ENSDARG00000100311,si_dkey-165e24.1,-0.7101,0.3002,0.330116,False,not_significant
ENSDARG00000100578,si_dkeyp-90h9.1,0.3265,-0.7088,0.187916,False,not_significant
ENSDARG00000098406,si_dkey-22a18.2,-0.635,0.614,0.156272,False,not_significant
ENSDARG00000102595,si_dkey-250k10.1,-2.5805,0.6463,0.055927,False,not_significant
ENSDARG00000099825,zgc_174944,-0.7801,-0.0761,0.392327,False,not_significant
ENSDARG00000100386,si_dkey-61p9.9,-0.7228,0.2183,0.365187,False,not_significant
ENSDARG00000101997,si_dkey-191j3.2,-1.3247,0.9415,0.004776,False,not_significant
ENSDARG00000101213,CU278559.1,-0.2216,-0.2449,0.352232,False,not_significant
ENSDARG00000104476,si_dkey-41c6.3,-0.6762,0.1934,0.367476,False,not_significant
ENSDARG00000099046,si_ch211-227p7.5,0.9459,-0.397,0.333969,False,not_significant
ENSDARG00000103119,si_dkeyp-33c10.7,-1.3094,-0.5599,0.294173,False,not_significant
ENSDARG00000100865,si_dkey-269o24.1,-0.2181,-0.2393,0.34034,False,not_significant
ENSDARG00000105266,si_dkey-16p6.1,-1.1194,-1.2321,0.095812,False,not_significant
ENSDARG00000089934,si_ch211-64i20.3,-0.359,1.0602,0.26458,False,not_significant
ENSDARG00000077697,si_dkey-105i14.1,-0.9242,1.4169,0.096287,False,not_significant
ENSDARG00000090734,si_dkey-16p6.1,-0.1048,0.2727,0.319421,False,not_significant
ENSDARG00000104416,si_dkey-16p6.1,-0.382,2.5769,0.072582,False,not_significant
ENSDARG00000095126,si_dkey-82i20.2,0.2221,3.906,0.173953,False,not_significant
ENSDARG00000102212,si_dkey-16p6.1,-1.1239,2.2665,0.069456,False,not_significant
ENSDARG00000100460,si_dkey-217g21.3,0.8283,-2.6623,0.250761,False,not_significant
ENSDARG00000101843,znf1106,0.218,0.812,0.198704,False,not_significant
ENSDARG00000098383,si_dkey-14o6.1,-1.5176,0.6677,0.166143,False,not_significant
ENSDARG00000104266,si_dkey-29m1.2,0.606,1.0873,0.312559,False,not_significant
ENSDARG00000099963,si_dkey-27n6.1,-0.6264,0.7073,0.343599,False,not_significant
ENSDARG00000099262,si_dkey-16p6.1,-0.8736,0.5787,0.305445,False,not_significant
ENSDARG00000101389,zgc_174180,0.9714,2.5197,0.051009,False,not_significant
ENSDARG00000100743,si_dkey-190j3.4,-0.8175,1.4683,0.040756,True,up_in_MUT
ENSDARG00000101555,BX088583.2,0.3036,-0.0652,0.39151,False,not_significant
ENSDARG00000101756,im_7141269,-0.5637,-0.5999,0.116028,False,not_significant
ENSDARG00000105279,si_ch211-108c17.2,0.7581,-1.0907,0.001935,True,down_in_MUT
ENSDARG00000099698,BX548059.1,-1.1106,1.2024,0.055352,False,not_significant
ENSDARG00000101828,si_dkey-16p6.1,-1.1785,0.4561,0.198203,False,not_significant
ENSDARG00000102713,si_ch211-205a14.1,-1.9225,1.5616,0.000223,True,up_in_MUT
ENSDARG00000104890,si_ch211-76m11.3,-2.8841,1.5431,0.000567,True,up_in_MUT
ENSDARG00000103218,BX927130.3,-0.7259,1.7108,0.050356,False,not_significant
ENSDARG00000099711,si_dkey-29j8.1,-0.2426,3.7851,0.002684,True,up_in_MUT
ENSDARG00000098976,CU457778.1,0.0823,6.6022,,False,not_significant
ENSDARG00000098716,parp11,0.0607,-0.8703,0.205301,False,not_significant
ENSDARG00000104817,pyroxd1,0.1223,-0.4393,0.06427,False,not_significant
ENSDARG00000102283,slco1f1,2.0281,1.7278,0.019981,True,up_in_MUT
ENSDARG00000101014,slco1f4,1.7928,1.541,0.034538,True,up_in_MUT
ENSDARG00000101514,ftr64,-0.1788,-0.4901,0.212945,False,not_significant
ENSDARG00000091393,si_ch211-161m3.6,0.3895,0.7013,0.113098,False,not_significant
ENSDARG00000075417,zgc_175107,1.2793,-1.4145,0.003352,True,down_in_MUT
ENSDARG00000089598,si_cabz01054396.2,0.5363,-0.3792,0.152261,False,not_significant
ENSDARG00000098324,si_cabz01054394.6,0.0775,-0.6388,0.207898,False,not_significant
ENSDARG00000089715,si_cabz01054394.7,-0.491,0.0474,0.393295,False,not_significant
ENSDARG00000090942,CABZ01054394.1,0.4328,-0.7486,0.06053,False,not_significant
ENSDARG00000101908,rab3ip,0.3812,-0.9809,0.020368,False,not_significant
ENSDARG00000101645,myrfl,-0.4905,-1.6505,0.01427,True,down_in_MUT
ENSDARG00000102586,zgc_152938,0.4652,-0.6761,0.126922,False,not_significant
ENSDARG00000099864,si_ch73-170d6.2,0.5529,-0.4722,0.312583,False,not_significant
ENSDARG00000102835,CABZ01021435.1,-0.0825,0.5896,0.126841,False,not_significant
ENSDARG00000103865,wu_fc30c06,-0.3011,-0.3569,0.256378,False,not_significant
ENSDARG00000101365,si_cabz01021430.2,0.2019,0.0198,0.395092,False,not_significant
ENSDARG00000091869,zgc_162958,0.3418,-1.3604,0.02841,True,down_in_MUT
ENSDARG00000103850,si_cabz01021426.2,-0.2948,0.2671,0.243573,False,not_significant
ENSDARG00000095030,si_ch73-120g24.4,-0.4849,0.1869,0.330954,False,not_significant
ENSDARG00000074298,znf1015,0.2359,0.0703,0.376081,False,not_significant
ENSDARG00000095135,si_ch73-266f23.1,0.5428,-0.476,0.089723,False,not_significant
ENSDARG00000054957,znf1015,0.0019,-0.2214,0.292837,False,not_significant
ENSDARG00000096120,si_ch73-266f23.3,-0.266,0.6249,0.225186,False,not_significant
ENSDARG00000075470,znf989,-0.3018,-2.0635,0.053458,False,not_significant
ENSDARG00000101193,BX855614.3,-0.1291,0.0829,0.388404,False,not_significant
ENSDARG00000103751,si_dkey-262g12.14,-0.3946,0.3759,0.283841,False,not_significant
ENSDARG00000102154,si_dkey-262g12.10,-0.1737,-0.881,0.119876,False,not_significant
ENSDARG00000094551,BX855614.1,-0.0482,-0.7292,0.264999,False,not_significant
ENSDARG00000092608,si_dkey-262g12.12,-0.0488,0.7204,0.264339,False,not_significant
ENSDARG00000080016,si_cabz01032454.3,0.4207,0.7088,0.245898,False,not_significant
ENSDARG00000088367,si_cabz01069013.3,0.1064,-1.1833,0.072097,False,not_significant
ENSDARG00000086752,LO018205.1,-0.8209,-0.0831,0.380625,False,not_significant
ENSDARG00000086576,si_cabz01069012.2,-0.4268,1.0351,0.085968,False,not_significant
ENSDARG00000091841,si_cabz01071909.2,-0.5418,-0.4584,0.247678,False,not_significant
ENSDARG00000090998,si_cabz01071911.3,0.2513,-0.5115,0.063065,False,not_significant
ENSDARG00000103350,trim24,0.5417,-0.7905,0.001826,False,not_significant
ENSDARG00000100752,rab21,-0.1556,0.638,0.011086,False,not_significant
ENSDARG00000076624,ptprb,-0.1663,0.5135,0.050587,False,not_significant
ENSDARG00000091499,zmp_0000001020,-0.3754,-0.1027,0.381342,False,not_significant
ENSDARG00000017108,kcna1b,-3.1365,0.3346,0.309081,False,not_significant
ENSDARG00000017454,nup50,0.1771,-0.4585,0.050041,False,not_significant
ENSDARG00000068830,zgc_172139,-0.7823,-0.1077,0.374823,False,not_significant
ENSDARG00000005126,large1,-1.1033,0.0577,0.383729,False,not_significant
ENSDARG00000100624,CABZ01066312.1,0.7123,-0.6078,0.101203,False,not_significant
ENSDARG00000102191,CPNE8,-0.5723,0.9654,0.002233,False,not_significant
ENSDARG00000099112,si_dkey-71l4.3,-0.3407,1.0668,0.092752,False,not_significant
ENSDARG00000104956,si_dkey-165o8.2,1.3076,0.5162,0.251739,False,not_significant
ENSDARG00000100348,si_dkey-71l4.1,-1.2445,0.9455,0.241085,False,not_significant
ENSDARG00000104008,si_ch211-232d10.3,-0.4031,-0.8051,0.201956,False,not_significant
ENSDARG00000102575,si_ch211-106j21.2,-0.9376,0.4729,0.307153,False,not_significant
ENSDARG00000100405,BX957252.3,-0.5602,0.2462,0.357757,False,not_significant
ENSDARG00000103186,si_ch73-389k6.1,0.2282,-1.2957,0.000764,True,down_in_MUT
ENSDARG00000102473,zgc_171673,-0.5871,0.0261,0.384651,False,not_significant
ENSDARG00000101690,si_ch73-158p21.2,0.001,-0.2384,0.312078,False,not_significant
ENSDARG00000101030,si_ch73-158p21.3,-0.9406,0.8575,0.079855,False,not_significant
ENSDARG00000101675,zgc_123107,-0.2068,-0.2239,0.312742,False,not_significant
ENSDARG00000102679,FP074874.1,-1.3113,-0.0252,0.400558,False,not_significant
ENSDARG00000100294,zgc_113209,0.2648,-0.8935,0.000731,False,not_significant
ENSDARG00000100164,si_dkey-16p6.1,0.5183,0.5035,0.261022,False,not_significant
ENSDARG00000089142,zgc_113119,-0.6185,0.5015,0.081228,False,not_significant
ENSDARG00000077205,zgc_153116,0.1144,0.2497,0.286027,False,not_significant
ENSDARG00000029105,ftr51,-0.3401,0.3462,0.105959,False,not_significant
ENSDARG00000054898,ms4a17a.16,-1.1033,-4.3271,0.066827,False,not_significant
ENSDARG00000094809,ms4a17a.11,-0.8227,0.5003,0.121933,False,not_significant
ENSDARG00000043802,ms4a17a.8,-0.7329,0.3183,0.378244,False,not_significant
ENSDARG00000043796,ms4a17a.7,0.0583,1.1427,0.191969,False,not_significant
ENSDARG00000094854,ms4a17a.9,1.1769,0.505,0.186449,False,not_significant
ENSDARG00000092204,ms4a17a.5,-0.811,0.5274,0.296644,False,not_significant
ENSDARG00000043798,ms4a17a.1,-0.0364,-0.243,0.364263,False,not_significant
ENSDARG00000093546,si_ch73-56d11.5,-1.5905,0.779,0.25322,False,not_significant
ENSDARG00000007018,ms4a17a.6,-0.3918,0.7431,0.201469,False,not_significant
ENSDARG00000095695,ms4a17a.10,-0.63,1.3539,0.058309,False,not_significant
ENSDARG00000053563,ms4a17a.12,0.0949,1.5396,0.121191,False,not_significant
ENSDARG00000014024,ms4a17a.4,-0.1624,-0.7561,0.268765,False,not_significant
ENSDARG00000089296,si_dkey-240n22.6,-0.3337,0.6339,0.069442,False,not_significant
ENSDARG00000094215,BX005417.1,-0.0227,-0.3853,0.32487,False,not_significant
ENSDARG00000092241,znf1009,0.7379,0.1589,0.353793,False,not_significant
ENSDARG00000104678,CU467646.6,0.3817,1.0011,0.073029,False,not_significant
ENSDARG00000095717,si_dkey-172k15.6,0.1931,0.6875,0.059848,False,not_significant
ENSDARG00000043781,psmb10,0.1677,0.7137,0.096028,False,not_significant
ENSDARG00000097086,si_dkey-172k15.4,0.26,-0.0822,0.368298,False,not_significant
ENSDARG00000097215,si_dkey-172k15.3,-0.0891,-0.394,0.247678,False,not_significant
ENSDARG00000076442,zgc_174310,0.4029,-0.6427,0.090536,False,not_significant
ENSDARG00000053695,zgc_162948,0.0333,-0.7362,0.124393,False,not_significant
ENSDARG00000101156,slco1f2,1.4358,2.338,0.005342,True,up_in_MUT
ENSDARG00000104108,slco1d1,0.1151,-0.7811,0.069208,False,not_significant
ENSDARG00000068865,si_dkey-61p9.7,0.4542,-2.8439,0.207912,False,not_significant
