source,target,mor,target_stat
STAT3,PTTG1,1.0,-5.465228926751598
STAT3,EZH2,1.0,-4.522678043127912
TBX21,B3GAT1,1.0,3.775905596774601
SP1,INPP5J,1.0,-4.0584765302316415
JUN,IKBKB,1.0,-2.149886546812551
RELA,DNMT1,1.0,-3.703520576842202
HIF1A,MAD1L1,1.0,-4.279482028545742
SP1,TXLNG,1.0,-3.415828300792683
SP7,TXLNG,1.0,-3.415828300792683
JUN,WNT16,1.0,2.9020551648310886
EGR1,BMI1,1.0,-3.3703409869039924
SP1,SLC13A4,1.0,-4.246138983111303
EGR2,TNF,1.0,2.941879845906474
RUNX1,CDKN1C,-1.0,-3.7633357855074343
RELA,TRPC6,-1.0,-2.089806657445092
NFKB1,TRPC6,1.0,-2.089806657445092
TP53,CYP3A4,1.0,-5.486499960771375
E2F1,CTSV,1.0,-4.711624219334852
SRF,PFKFB3,1.0,3.9153472202617694
HIF1A,IL11,1.0,2.5255428475587514
SPI1,MPO,1.0,-2.226827301290238
TP63,GLS2,1.0,2.502376172077104
STAT3,NME1,1.0,3.368263387891873
JUN,PLEKHO1,1.0,-3.834428160564289
FOS,MAT2A,1.0,2.791143890891142
CEBPB,SFTPB,1.0,3.13210155475697
YBX1,NOTCH4,1.0,2.7832618092445354
AR,HCN4,1.0,-4.099663414478204
SP1,BMI1,1.0,-3.3703409869039924
RELA,AKIP1,1.0,-2.384613279478947
JUN,MMP3,1.0,3.2523170407473603
FOS,MMP3,1.0,3.2523170407473603
JUNB,MMP3,1.0,3.2523170407473603
CREB1,SCD,1.0,2.86721564673993
HIF1A,ITGB3,1.0,2.4612125251464194
TP53,KIF23,-1.0,-6.010135947990018
JUN,NANOG,1.0,-3.004215795042288
ATF4,SIRT4,1.0,2.1513717920850715
STAT3,WASF3,1.0,-3.7689304888750943
STAT3,GADD45G,-1.0,-2.823899109772765
ATF2,PLD1,1.0,-3.0164230142771347
EGR2,TAGLN,1.0,4.4519625470378035
TFAP4,CD44,1.0,2.8811164317084033
TFAP4,FN1,1.0,3.453844507751022
CEBPB,HIPK2,1.0,3.1631243458586717
RELA,TNFSF11,1.0,2.1559243471146337
SP1,IKBKB,1.0,-2.149886546812551
TP53,EEF1A1,1.0,-2.392501138350241
SP1,MACC1,1.0,-4.033002509803904
EGR1,GNA11,1.0,-2.9442819864522356
E2F1,FZD1,1.0,3.510354799424023
E2F1,NELL2,1.0,-3.85290371941182
CEBPB,HSD3B2,1.0,-5.17718250485071
NFKB1,ABCG2,1.0,-3.753506764663212
NFKB1,BIRC5,1.0,-8.91958892077433
SP1,MAGEA11,1.0,-4.121259034662019
MYOD1,SIX1,1.0,3.5931769841935353
SP1,PIAS4,1.0,-7.148454354663834
MEF2A,KLF4,1.0,2.4247461280714377
AR,CCAR1,1.0,2.2654160581994667
GATA2,NRP2,1.0,4.5428005273087395
ESR1,FKBPL,1.0,-2.819731189636798
ESR1,NOTCH4,1.0,2.7832618092445354
STAT1,IL1B,1.0,3.2461824392939853
ETS1,THBS1,-1.0,3.6668201069002913
EGR1,IFNGR1,-1.0,-7.250200804077198
JUN,CABIN1,1.0,-4.047317297592125
RELA,ADAMTS5,1.0,2.229673538774366
CEBPB,CXCR4,1.0,3.180982845092012
STAT3,MMP3,1.0,3.2523170407473603
TP53,TRPC6,1.0,-2.089806657445092
SP1,KIT,1.0,-2.8843506638608294
HIF1A,QSOX1,1.0,-2.601760529153782
JUN,ADCYAP1,1.0,-2.3107138109497707
GATA2,ADCYAP1,1.0,-2.3107138109497707
TP53,MAGEE1,1.0,-4.121259034662019
NFKB1,DNMT1,1.0,-3.703520576842202
FOS,IL11,1.0,2.5255428475587514
CREB1,CHEK1,-1.0,-8.925661230260802
CREB1,MCM5,-1.0,-4.923508121368944
E2F2,CHEK1,-1.0,-8.925661230260802
E2F2,MCM5,1.0,-4.923508121368944
NFATC1,IRF4,1.0,-2.4435854312939593
CREB1,NFYA,1.0,-2.6239273395526155
STAT3,TERF1,1.0,-7.329163344094506
MYB,FOXJ1,1.0,-5.446779584546205
TP53,SLC5A5,1.0,-2.017936939760036
SP1,THBS1,1.0,3.6668201069002913
EPAS1,AKT1,1.0,2.345211714691306
NFE2L2,AKT1,1.0,2.345211714691306
ETS1,CD44,1.0,2.8811164317084033
E2F4,PLK4,-1.0,-7.569225749227974
CREB1,SIK1,1.0,5.35756178924805
ESR1,AR,1.0,3.159246454108278
AR,ESR1,-1.0,-2.4381889131823837
HSF1,JUN,1.0,3.396546800075237
RARA,ALOX5,1.0,-2.167324916469791
TP53,NEK2,-1.0,-6.917208275191812
HSF1,ABCB6,1.0,-2.85445258720891
TP53,COL2A1,1.0,3.2254020405751813
CEBPB,ATF5,1.0,-3.397139808278565
STAT1,AKT1,1.0,2.345211714691306
SP1,ATP1A1,1.0,2.76466257132237
SP1,CHD5,1.0,-3.771763636758492
RELA,HSD11B1,1.0,-2.1719030129856467
ATF2,YTHDC2,1.0,-4.78981855055299
E2F1,ABCG2,1.0,-3.753506764663212
HSF1,HBG1,1.0,-2.9677654517487757
SMAD3,ANGPTL4,1.0,3.182352615260867
TFDP1,CCNA2,1.0,-7.72999844065542
TP53,WEE1,1.0,-4.162639338276095
CEBPB,SRY,1.0,-7.796954006687564
TP53,RBM24,1.0,2.8677744461121364
ESR1,THBS2,1.0,3.630214717675532
SP1,UCP2,1.0,4.299701421996708
GATA2,AR,1.0,3.159246454108278
HSF1,SLC26A4,1.0,-2.975024752635232
STAT6,NOTCH4,1.0,2.7832618092445354
ESR1,IL37,1.0,3.2461824392939853
EGR1,SIVA1,1.0,-3.0509803740099395
E2F1,HMGN2,1.0,-2.655984074089248
E2F1,UHRF1,1.0,-6.190821848734586
EPAS1,TAGLN,1.0,4.4519625470378035
E2F1,DSCC1,1.0,-3.5500025817055025
RELA,AR,-1.0,3.159246454108278
CEBPB,DPP3,1.0,-4.306645839599841
SPI1,DCN,1.0,4.052738563177772
TP53,EHMT2,1.0,-2.8987041350490825
ESR1,SULT2A1,1.0,4.086495761851927
HSF1,SPI1,1.0,3.192810585510937
JUN,ANKRD1,1.0,-2.0838861522744883
NFKB1,MCL1,1.0,2.7933113482826646
TP53,SETDB1,1.0,-4.068206334056744
ETV2,SPI1,1.0,3.192810585510937
CEBPB,APRT,1.0,-2.2672600728416588
GATA2,MS4A2,1.0,3.234539667356136
SPI1,MS4A2,1.0,3.234539667356136
TP53,UGT2B7,1.0,-2.076373132776965
RARA,APRT,1.0,-2.2672600728416588
EGR1,CIDEC,1.0,3.082984064186297
MEF2C,TAC1,1.0,-2.920361480187039
E2F1,DROSHA,1.0,-3.003797449086484
MEF2C,TNFSF11,1.0,2.1559243471146337
STAT1,PARK7,1.0,2.9934499858156896
MYB,DUSP6,1.0,3.809413281254298
MYOG,MEGF10,1.0,2.729203717877678
ESR1,SLC38A2,1.0,3.9229209949224977
TP53,KLF17,1.0,3.5030239955345435
JUN,PENK,1.0,3.630667168029536
FOS,PENK,1.0,3.630667168029536
TBX21,IL15,1.0,3.6008055344426766
RARA,LAMB1,1.0,3.3526716351095858
RARG,LAMB1,1.0,3.3526716351095858
TP63,SGIP1,1.0,-2.357187738068916
CEBPZ,COL1A2,1.0,3.4818647675982857
AR,TNFRSF1B,1.0,3.243721648061006
JUN,DCN,-1.0,4.052738563177772
RELA,TNFRSF11A,1.0,3.243721648061006
MYB,CD34,1.0,3.1949354648255337
JUN,MPZ,1.0,3.2978642084798
ETS2,CD34,1.0,3.1949354648255337
E2F1,UNG,1.0,-8.389661680033305
SP1,RRM1,1.0,-4.106545178769962
SP1,HBB,1.0,-2.9677654517487757
SP1,PER3,1.0,3.50801640588426
SPI1,SPIB,1.0,3.258297869647656
SP1,TAC1,1.0,-2.920361480187039
RELA,CFAP20,1.0,-4.661653526622762
TFDP1,PCNA,1.0,-4.844095724228697
MSC,NR1I3,1.0,3.6841213243191455
JUN,ATP6AP1,1.0,-3.307830598520111
FOS,RB1,1.0,-3.3596036438931587
YBX1,SLC26A3,1.0,-5.010908302852709
AR,PDLIM7,1.0,4.0344630552332985
NFKB1,CD2,1.0,-2.2199286308854416
TFDP1,TNFRSF11A,1.0,3.243721648061006
RUNX1,CSF1,1.0,2.291847031312138
TP53,CKB,-1.0,-4.03990961979884
SPI1,PDLIM7,1.0,4.0344630552332985
IRF1,JUN,1.0,3.396546800075237
CEBPB,TKT,1.0,-4.135642432536702
JUNB,POSTN,1.0,3.564545668254063
JUND,POSTN,1.0,3.564545668254063
RARG,SPARC,1.0,2.9408689625183353
SP1,CSF1,-1.0,2.291847031312138
CREB1,PENK,1.0,3.630667168029536
FOS,POSTN,1.0,3.564545668254063
JUN,POSTN,1.0,3.564545668254063
MYOD1,AGT,1.0,-3.1403708066699907
EGR1,RB1,1.0,-3.3596036438931587
MYB,CDK1,1.0,-6.596641118498787
SP1,CDK1,1.0,-6.596641118498787
MYOG,DES,1.0,3.2628682145273302
ESR1,MGP,1.0,2.503067596077404
MEF2A,MYL2,1.0,2.67208311631909
TFDP1,RB1,1.0,-3.3596036438931587
TP53,TKT,1.0,-4.135642432536702
MYOG,TNFRSF11A,1.0,3.243721648061006
TP53,TBP,1.0,-2.915263142103329
EGR1,NR4A1,1.0,3.1465592465857655
MEF2A,ALDOA,1.0,2.5735687391161703
STAT1,SNAP91,1.0,-2.486695738543297
JUN,TKT,1.0,-4.135642432536702
ELF1,RB1,1.0,-3.3596036438931587
SP1,KLK1,1.0,-2.5342249597472484
ETS2,CSF1R,1.0,2.611726001537227
MYOD1,INS,1.0,-3.1429458172706743
SP1,CCK,1.0,-2.091242525966912
SPI1,CCK,1.0,-2.091242525966912
RELA,AGT,1.0,-3.1403708066699907
NFKB1,AGT,1.0,-3.1403708066699907
SPI1,CSF1,1.0,2.291847031312138
MEF2C,DES,1.0,3.2628682145273302
SP1,MPO,1.0,-2.226827301290238
REL,JUN,1.0,3.396546800075237
TFDP1,MPO,1.0,-2.226827301290238
CEBPB,TGFA,1.0,-2.183150275034285
ELF1,LYN,1.0,2.4797664228660974
STAT6,IL1RN,1.0,3.2461824392939853
NFKB1,RB1,1.0,-3.3596036438931587
JUNB,DCN,1.0,4.052738563177772
E2F4,MYBL2,-1.0,-8.02865202553527
TFDP1,MYBL2,1.0,-8.02865202553527
AR,TKT,1.0,-4.135642432536702
SP1,RYR2,1.0,-3.011939246548983
EGR1,TNFRSF1B,1.0,3.243721648061006
TP53,TYR,-1.0,-2.8424467761149734
SRF,AR,1.0,3.159246454108278
AR,SLC39A6,1.0,-2.326374461004118
AR,CACNA1B,1.0,-2.6276667261517614
AR,NF1,1.0,-4.22815962749997
ESR1,PENK,1.0,3.630667168029536
SP1,HSPB1,1.0,2.457998379496795
FOS,NF1,1.0,-4.22815962749997
JUNB,NF1,1.0,-4.22815962749997
EGR1,CD74,1.0,3.67163172498388
ERG,MMP3,-1.0,3.2523170407473603
ETS2,MMP3,1.0,3.2523170407473603
ESR1,TIMM17A,1.0,3.1597815226833608
MYOD1,CCNB1,-1.0,-5.148531837620426
SP1,NR5A1,1.0,-3.1975812998574176
TP53,HGF,1.0,-2.7741340955428404
IRF1,IFNGR1,1.0,-7.250200804077198
STAT1,IFNGR1,1.0,-7.250200804077198
JUN,TAT,1.0,-2.3668617247279817
JUND,TNF,1.0,2.941879845906474
TP63,SMARCA1,1.0,-2.6489427597135418
TP53,FANCC,1.0,-7.1557520724485055
MYB,ALOX5,1.0,-2.167324916469791
TP63,STXBP1,1.0,-3.169279210037995
JUND,SPI1,1.0,3.192810585510937
E2F1,TGFB1,1.0,3.022154808637843
JUN,KLK3,-1.0,-2.5342249597472484
CEBPB,HGF,1.0,-2.7741340955428404
TP53,TYMS,-1.0,-5.039940289592766
EGR1,CTSL,1.0,-4.711624219334852
SPI1,ATP9B,1.0,-5.271926726250817
TP53,INHBA,1.0,-2.691435582700259
SP1,CACNA1A,1.0,-2.4500250410513744
RELA,EVPL,1.0,3.540742700861768
EGR1,TGFA,1.0,-2.183150275034285
CREB1,PDLIM7,1.0,4.0344630552332985
SRF,CALD1,1.0,-2.230087571000166
ETS2,CHRNE,1.0,3.244206252353219
FOS,PTPN6,1.0,2.4992689164358093
CEBPB,SMARCB1,1.0,-2.513501772844611
MYB,SMARCB1,1.0,-2.513501772844611
FOS,CCNA2,1.0,-7.72999844065542
IRF1,IL15,1.0,3.6008055344426766
MEF2A,DES,1.0,3.2628682145273302
ELF1,CSF1R,1.0,2.611726001537227
ATF4,CCNA2,-1.0,-7.72999844065542
SP1,SULT1A1,1.0,4.086495761851927
CEBPB,CSRP2,1.0,2.8828510973575927
SP1,CSRP2,1.0,2.8828510973575927
SP1,SRY,1.0,-7.796954006687564
SP1,LCAT,1.0,-3.42031478121065
CEBPB,SLC35A2,1.0,-2.9002820876168784
SP1,ZBTB14,1.0,-5.972009761215356
JUN,REG1A,1.0,-4.10975609942466
NFATC2,CREBBP,1.0,-2.7490730345206087
SP1,ITGB3,-1.0,2.4612125251464194
SP1,GPC3,1.0,-2.522484296514918
SP1,CHRNA2,1.0,-2.5004234555749414
ELF1,G6PC1,1.0,2.4166717846933956
MYB,THBS2,1.0,3.630214717675532
AR,SULT2A1,1.0,4.086495761851927
RARA,TIMM17A,1.0,3.1597815226833608
SP1,F7,1.0,-3.153997608569025
AR,SPINT2,1.0,3.3282406320830766
TP53,WNK2,1.0,-4.112650805174694
FOS,MGMT,1.0,-4.430154740631117
JUN,MGMT,1.0,-4.430154740631117
SPI1,AKT1,1.0,2.345211714691306
ESR1,IL1B,1.0,3.2461824392939853
HIF1A,ALDOA,1.0,2.5735687391161703
TP53,WRN,-1.0,-2.6294497068310947
ETS1,TNF,1.0,2.941879845906474
ETS1,ANPEP,1.0,-7.127585535979395
MYB,ADIPOQ,1.0,2.519095239519067
MYB,ANPEP,1.0,-7.127585535979395
AR,NR5A1,1.0,-3.1975812998574176
MYB,ESR1,1.0,-2.4381889131823837
EGR1,CSF1,-1.0,2.291847031312138
SP1,SLC10A7,1.0,-4.736416056342041
CEBPB,ANXA5,1.0,-3.0365928273307543
SP1,ANXA5,1.0,-3.0365928273307543
E2F4,CDC25A,1.0,-5.271478870065154
JUN,KLK2,1.0,-2.5342249597472484
SMAD1,COL1A2,1.0,3.4818647675982857
TFAP4,AGT,-1.0,-3.1403708066699907
ESR1,HSD11B2,1.0,2.3426927016084913
AR,CRISP1,1.0,-2.0312727174916376
AR,CYP3A5,1.0,-5.486499960771375
AR,SORD,1.0,-2.350330582870409
CEBPB,ALOX5AP,1.0,2.414794076147949
E2F1,CYP27B1,1.0,-3.294706938369954
E2F1,EYA4,1.0,4.310099600891254
E2F1,NKX6-1,1.0,-2.6115768309182186
E2F1,PPT2,1.0,-6.832500065746375
E2F1,GRAP,1.0,-3.906042801436505
E2F1,BORA,1.0,-5.140273646753833
E2F4,CDC6,1.0,-5.5796901259824665
E2F4,CYP27B1,1.0,-3.294706938369954
E2F4,DDX11,1.0,-3.167955944418304
E2F4,FANCD2,1.0,-9.721043342297248
E2F4,MTHFD1,1.0,-2.456012753479866
E2F4,PCNA,1.0,-4.844095724228697
E2F4,RPA3,1.0,-4.713268031497334
E2F4,RRM1,1.0,-4.106545178769962
E2F4,TTK,-1.0,-7.156332132879309
E2F4,TYMS,1.0,-5.039940289592766
E2F4,UBE2C,1.0,-8.283758911067581
E2F4,OIP5,1.0,-6.896812342844357
E2F4,DROSHA,1.0,-3.003797449086484
E2F4,NUSAP1,1.0,-9.27365647044992
E2F4,PRR11,1.0,-6.597088618671806
E2F4,CENPO,1.0,-3.641916281551381
E2F4,BORA,1.0,-5.140273646753833
E2F4,WDR76,1.0,-8.005156059685657
E2F4,EFHC1,1.0,-7.7176667861472685
ESR1,ADCYAP1,1.0,-2.3107138109497707
ESR1,AGL,1.0,2.175114999572064
ESR1,APRT,1.0,-2.2672600728416588
ESR1,BARD1,1.0,-3.390389474291019
ESR1,CAPN2,1.0,3.3707419051977596
ESR1,NOTCH2,1.0,-3.8152484624693073
ESR1,ODF2,1.0,-5.493946034361263
ESR1,SGCB,1.0,3.090045607808369
ESR1,SPARC,1.0,2.9408689625183353
ESR1,TYMS,1.0,-5.039940289592766
ESR1,TRIM16,1.0,-2.854893295843027
FOXO3,IFI27,1.0,-3.5750583811633394
FOXO3,KLHL24,1.0,-2.539071004036799
FOS,MAF,1.0,4.4821166953331355
FOS,LOXL4,1.0,3.09887364449401
GATA2,CYBB,-1.0,2.476915740960619
IRF1,CYBB,1.0,2.476915740960619
JUN,MMP12,1.0,3.2523170407473603
JUN,UGT2B15,1.0,-2.076373132776965
JUND,MMP12,1.0,3.2523170407473603
NFKB1,ALOX5AP,1.0,2.414794076147949
NFKB1,BRCA2,1.0,-7.856314313489825
NFKB1,CD74,1.0,3.67163172498388
NFKB1,COL1A2,-1.0,3.4818647675982857
NFKB1,MMP3,1.0,3.2523170407473603
YBX1,AGT,1.0,-3.1403708066699907
RARA,HSD17B2,1.0,-3.6296341399455088
RARA,NR1I3,1.0,3.6841213243191455
RARA,G0S2,1.0,4.405208658149457
REL,CD74,1.0,3.67163172498388
RELA,BRCA2,1.0,-7.856314313489825
RELA,CD74,1.0,3.67163172498388
RELA,COL1A2,-1.0,3.4818647675982857
RELA,CYP3A4,-1.0,-5.486499960771375
RELA,NR4A1,1.0,3.1465592465857655
RELA,IGFBP5,1.0,3.550489574226286
RELA,MAT2A,1.0,2.791143890891142
RELA,PTX3,1.0,2.573002020983385
RELA,G0S2,1.0,4.405208658149457
SP1,ADRB3,1.0,3.22641576850689
SP1,COL5A1,1.0,3.632652837444424
SP1,CYP3A5,1.0,-5.486499960771375
SP1,HSD3B1,1.0,-5.17718250485071
SP1,LTC4S,1.0,-2.544731533161068
SP1,SKP2,1.0,-3.863398122245528
STAT1,NR1H4,-1.0,-3.2250765029181068
STAT3,ESR1,1.0,-2.4381889131823837
TP53,FASN,-1.0,-4.17136223001874
TP53,JAG2,1.0,2.7832618092445354
TP53,POLD2,1.0,-3.6711301807597305
TP53,GPR89B,1.0,-3.790583140738173
TP53,CDCA8,1.0,-6.60555840397473
TP63,CHN1,1.0,-2.5607775820954086
TP63,CRABP1,1.0,2.544016021575788
TP63,CSF1,1.0,2.291847031312138
TP63,POLD2,1.0,-3.6711301807597305
TP63,SLC22A4,1.0,-2.638219262792119
TP63,WIPF1,1.0,3.054809314630308
TP63,AHCYL1,1.0,2.771621533545918
TP63,KLF12,1.0,3.8572498882275887
TP63,TBX20,1.0,-5.166710391508514
TP63,GPR158,1.0,-3.978278558411771
TP63,POF1B,1.0,2.941470058633325
TP63,MXD3,1.0,-4.747897667098714
TP63,ZNF541,1.0,-5.749400011236472
CEBPZ,MLH1,-1.0,-4.325915159147009
CEBPZ,THBS1,1.0,3.6668201069002913
AR,ACTA1,1.0,2.155424291490793
AR,FN1,1.0,3.453844507751022
AR,FOXA1,1.0,-4.524088049397981
AR,KLF5,1.0,3.865769941703971
AR,KLK1,1.0,-2.5342249597472484
AR,PNRC1,1.0,-2.0765772264499662
AR,PSAT1,1.0,-4.2567311369491705
AR,TBP,1.0,-2.915263142103329
AR,TGFA,1.0,-2.183150275034285
AR,WEE1,-1.0,-4.162639338276095
ATF2,TMPRSS11D,-1.0,-5.246485513860238
ATF4,NDC80,1.0,-7.172996236271055
ATF4,TNFRSF10B,1.0,3.243721648061006
CREB1,ATF5,1.0,-3.397139808278565
BCL6,FCER2,-1.0,-3.2371952564795503
BCL6,IRF4,-1.0,-2.4435854312939593
STAT3,CEBPA,1.0,4.421536560150719
CEBPB,GADD45G,1.0,-2.823899109772765
CEBPB,IRF4,1.0,-2.4435854312939593
CEBPB,SLC10A1,1.0,-2.939438947345294
CLOCK,NAMPT,1.0,-4.489675290735058
CREB1,CRTC1,1.0,-2.7459347262398173
CREB1,CXCR4,1.0,3.180982845092012
CREB1,CYP17A1,1.0,-4.138754962358037
CREB1,MSMB,1.0,-3.6923936155524273
CREB1,NDC80,1.0,-7.172996236271055
CREB1,NR2F1,-1.0,-3.4513963490540225
CREB1,POLD2,1.0,-3.6711301807597305
CREB1,SLC20A1,1.0,4.4723425967110435
CREB1,STMN1,1.0,-4.991074712707497
E2F1,AURKA,1.0,-7.137452646139924
E2F1,AURKB,1.0,-4.802105294973832
E2F1,CHEK2,1.0,-2.799145294135875
E2F1,CREBBP,1.0,-2.7490730345206087
E2F1,DNMT1,1.0,-3.703520576842202
E2F1,ERCC1,1.0,-4.829806848598376
E2F1,FANCA,1.0,-8.393771570902908
E2F1,GINS3,1.0,-4.846268218885769
E2F1,IL1B,1.0,3.2461824392939853
E2F1,MCM5,1.0,-4.923508121368944
E2F1,NPAT,1.0,-3.958336590946592
E2F1,PTPRO,1.0,-4.8267812114813085
E2F1,RRM1,1.0,-4.106545178769962
E2F1,RRM2,1.0,-5.408564615554541
E2F1,TNF,1.0,2.941879845906474
E2F1,TOP2A,1.0,-8.439773651840206
E2F1,TP53INP1,1.0,2.3790814731655407
E2F3,CCNA2,1.0,-7.72999844065542
E2F4,AR,1.0,3.159246454108278
E2F4,AURKB,1.0,-4.802105294973832
E2F4,CDK2,1.0,-10.849427631653183
E2F4,MCM10,-1.0,-4.647353609045997
E2F4,TOPBP1,-1.0,-5.974582175471123
EGR1,FCER2,-1.0,-3.2371952564795503
EGR1,KLK3,-1.0,-2.5342249597472484
EGR1,UBE2S,1.0,-3.44229934493439
ELF1,CYBB,1.0,2.476915740960619
EPAS1,COL10A1,1.0,4.3750417400774815
EPAS1,MMP14,1.0,3.835413434787864
ERG,EPB41L3,-1.0,-4.095170395133767
ERG,TMPRSS2,1.0,2.4491914476275727
ESR1,BLM,1.0,-6.635760734172426
ESR1,CEBPB,1.0,3.709366240694985
ESR1,CHAT,1.0,-2.1659954266094044
ESR1,CXCL12,1.0,2.568224689498754
ESR1,HTRA2,1.0,2.4720150924201976
ESR1,UGT2B15,1.0,-2.076373132776965
ETS1,COL1A1,1.0,3.443186665818423
ETS1,ITGB3,1.0,2.4612125251464194
ETS1,MMP10,1.0,3.2523170407473603
ETS1,SLC26A3,1.0,-5.010908302852709
ETS1,WAS,1.0,3.4618306091527633
ETS2,CDK1,1.0,-6.596641118498787
ETV4,TIMP2,1.0,2.38151655792444
ETV4,TNF,1.0,2.941879845906474
FOS,ACTA1,1.0,2.155424291490793
FOS,BATF3,1.0,-3.0981608507739615
FOS,CASP9,1.0,-3.3209132173437266
FOS,CCK,1.0,-2.091242525966912
FOS,FOXA1,1.0,-4.524088049397981
FOS,SPI1,-1.0,3.192810585510937
FOXJ1,ASPM,1.0,-3.2380121263036714
GATA2,DPYSL2,1.0,-3.2367123949702536
GATA2,SULT2A1,1.0,4.086495761851927
HCFC1,MMACHC,1.0,-2.497701203518697
HIF1A,AR,1.0,3.159246454108278
HIF1A,CXCL12,1.0,2.568224689498754
HIF1A,MMP2,1.0,3.059795577702193
HIF1A,TIMP2,1.0,2.38151655792444
HIF1A,WASF3,1.0,-3.7689304888750943
HIF1A,ZNF217,1.0,-5.894178535057894
IRF1,CCNB1,-1.0,-5.148531837620426
IRF1,CDK1,-1.0,-6.596641118498787
JUN,ACTA1,1.0,2.155424291490793
JUN,BATF3,1.0,-3.0981608507739615
JUN,CCK,1.0,-2.091242525966912
JUN,CTSL,1.0,-4.711624219334852
JUN,EZH2,1.0,-4.522678043127912
JUN,MGP,1.0,2.503067596077404
JUN,NAMPT,1.0,-4.489675290735058
JUN,NOX5,1.0,-2.9062303745062117
JUN,OPRM1,1.0,-2.1631537259200964
JUN,POLD2,1.0,-3.6711301807597305
JUN,TIMP2,1.0,2.38151655792444
JUN,TNFRSF10A,1.0,3.243721648061006
JUNB,IL1B,1.0,3.2461824392939853
JUND,ITGB3,-1.0,2.4612125251464194
KLF15,RBP3,-1.0,-3.030462516297216
MEF2C,NR4A1,-1.0,3.1465592465857655
MSC,CDC25A,-1.0,-5.271478870065154
MSC,CDC6,-1.0,-5.5796901259824665
MSC,MCM7,-1.0,-4.5115718358369366
MSC,MMP2,1.0,3.059795577702193
MYB,CEBPA,1.0,4.421536560150719
MYB,CLEC4G,1.0,-3.2371952564795503
MYB,COL1A1,1.0,3.443186665818423
MYB,IL15,1.0,3.6008055344426766
MYB,NMU,1.0,-2.504429519955843
MYB,TK1,1.0,-4.296189211724896
MYB,WAS,1.0,3.4618306091527633
MYOD1,SLC9A2,1.0,-3.2529911499247883
NFAT5,CYP3A7,1.0,-5.486499960771375
NFE2L2,UGT2B7,1.0,-2.076373132776965
NFKB1,AKT1,-1.0,2.345211714691306
NFKB1,AKT2,-1.0,4.0808525021305835
NFKB1,ALOX5,-1.0,-2.167324916469791
NFKB1,AMH,1.0,-3.593475126534455
NFKB1,ATF3,1.0,4.459327535450048
NFKB1,BGN,1.0,2.297278620582687
NFKB1,CASP9,1.0,-3.3209132173437266
NFKB1,CCK,1.0,-2.091242525966912
NFKB1,CCNB1,1.0,-5.148531837620426
NFKB1,CD69,1.0,3.8997397890756753
NFKB1,CFI,1.0,-2.5655326787444124
NFKB1,COL1A1,-1.0,3.443186665818423
NFKB1,COL2A1,1.0,3.2254020405751813
NFKB1,CSNK2A1,1.0,-4.358973438591382
NFKB1,CXCL12,1.0,2.568224689498754
NFKB1,CYP27B1,1.0,-3.294706938369954
NFKB1,CYP3A7,1.0,-5.486499960771375
NFKB1,GADD45G,1.0,-2.823899109772765
NFKB1,GDNF,1.0,-2.9312994902461047
NFKB1,IRF1,1.0,2.493892118109921
NFKB1,KDM2A,1.0,-5.810741734532971
NFKB1,KLK3,1.0,-2.5342249597472484
NFKB1,LTC4S,-1.0,-2.544731533161068
NFKB1,MAT2A,1.0,2.791143890891142
NFKB1,MMP14,1.0,3.835413434787864
NFKB1,MMP2,1.0,3.059795577702193
NFKB1,MUC5B,1.0,-3.402442614987643
NFKB1,NAMPT,1.0,-4.489675290735058
NFKB1,NCAM1,1.0,-2.582276686210248
NFKB1,NOLC1,1.0,-2.480030445596071
NFKB1,NOX5,1.0,-2.9062303745062117
NFKB1,OLFM4,1.0,-3.558369584654738
NFKB1,OLR1,1.0,3.8997397890756753
NFKB1,OPRM1,1.0,-2.1631537259200964
NFKB1,PGLYRP2,1.0,-2.5855636710137087
NFKB1,POU2F2,1.0,-6.4836256765260645
NFKB1,PPIG,1.0,-3.643072577316213
NFKB1,PTGER4,1.0,-2.0515073065392784
NFKB1,PTPN6,1.0,2.4992689164358093
NFKB1,REPS2,-1.0,2.114075368448971
NFKB1,SLC9A2,1.0,-3.2529911499247883
NFKB1,SOCS3,1.0,3.3774192114124952
NFKB1,TBP,1.0,-2.915263142103329
NFKB1,TNFRSF10A,1.0,3.243721648061006
NFKB1,TNFRSF10B,1.0,3.243721648061006
NFKB1,TRPC1,1.0,-3.954691232516616
RARA,CCNA1,-1.0,-3.336516744831995
RARA,CRABP1,1.0,2.544016021575788
RARA,SCD,1.0,2.86721564673993
ATF2,RB1,1.0,-3.3596036438931587
REL,KLK3,1.0,-2.5342249597472484
RELA,ABCG2,1.0,-3.753506764663212
RELA,AKT2,-1.0,4.0808525021305835
RELA,ALOX5,-1.0,-2.167324916469791
RELA,ALOX5AP,1.0,2.414794076147949
RELA,AMH,1.0,-3.593475126534455
RELA,BGN,1.0,2.297278620582687
RELA,BIRC5,1.0,-8.91958892077433
RELA,CASP9,1.0,-3.3209132173437266
RELA,CCK,1.0,-2.091242525966912
RELA,CCNB1,1.0,-5.148531837620426
RELA,CD69,1.0,3.8997397890756753
RELA,CFI,1.0,-2.5655326787444124
RELA,COL1A1,-1.0,3.443186665818423
RELA,COL2A1,-1.0,3.2254020405751813
RELA,CSNK2A1,1.0,-4.358973438591382
RELA,CYP27B1,1.0,-3.294706938369954
RELA,CYP3A7,1.0,-5.486499960771375
